Fiscal Quarter,Region,State,Bank Group,Population Group,No of Offices,Deposit,Credit,Actual District (Not Decoded),District Code,Census Flag
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,2,603.701,304.971,SHEOPUR,701,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,2,656.156,154.715,PANNA,745,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,3,554.318,156.47,CHHATARPUR,744,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,3,841.443,233.95,ANUPPUR,721,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,3,889.884,125.656,UMARIA,703,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,3,1141.575,384.221,TIKAMGARH,743,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,4,485,368.53,NEEMUCH,729,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,4,702.062,512.061,VIDISHA,735,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,4,999.678,444.406,WEST NIMAR,722,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,4,1221.889,542.53,JHABUA,726,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,4,1804.228,360.286,SIDHI,748,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,5,1182.751,719.156,ASHOKNAGAR,731,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,6,874.3,903.11,DEWAS,719,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,6,1224.092,814.863,GWALIOR,740,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,6,1238.45,682.743,DATIA,742,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,7,672.895,653.47,MANDSAUR,728,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,7,1096.187,987.049,RATLAM,727,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,7,1751.516,497.096,MANDLA,712,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,8,1296.245,706.113,JABALPUR,710,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,8,1767.832,830.83,SATNA,746,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,8,1968.493,511.231,REWA,747,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,8,2389.672,693.738,SEONI,713,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,8,3229.856,677.626,SHAHDOL,749,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,9,1239.323,672.385,BHIND,739,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,9,1513.661,2964.595,RAISEN,702,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,9,1906.245,644.894,BALAGHAT,752,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,10,2464.81,1861.299,UJJAIN,730,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,11,1771.136,2080.006,SHAJAPUR,732,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,11,4766.683,1914.629,HARDA,706,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,12,1774.779,1630.904,RAJGARH,734,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,12,1829.248,958.792,MORENA,738,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,12,2029.357,1368.066,BARWANI,723,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,12,2673.661,1135.177,CHHINDWARA,715,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,12,3577.353,1208.451,BETUL,717,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,13,3354.392,1773.257,NARSIMHAPUR,714,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,14,3067,2002.556,SEHORE,700,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,15,5331.451,1635.494,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,16,4521.239,2438.832,DHAR,724,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,17,2663.642,1669.821,SAGAR,705,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Semi-urban,22,4663.306,2757.27,HOSHANGABAD,716,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,0,0,0,SIDHI,748,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,4,1631.434,436.157,BHIND,739,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,5,10424.245,330.054,SINGRAULI,295,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,6,1683.83,685.504,DAMOH,708,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,6,2106.839,674.934,CHHATARPUR,744,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,7,1648.83,887.305,WEST NIMAR,722,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,8,2133.247,1460.468,MORENA,738,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,8,3034.081,1223.461,SHIVPURI,737,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,9,2206.095,796.551,NEEMUCH,729,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,9,2423.245,1208.971,MANDSAUR,728,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,9,2895.32,1569.093,GUNA,736,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,11,2905.828,1549.699,BURHANPUR,725,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,13,2374.465,1825.647,VIDISHA,735,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,13,3431.092,3192.165,CHHINDWARA,715,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,13,4603.877,1677.901,EAST NIMAR,718,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,14,4205.291,1673.469,KATNI,709,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,15,3833.318,2243.031,DEWAS,719,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,21,6070.856,3048.86,SATNA,746,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,21,8471.896,1694.002,REWA,747,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,22,6338.909,2674.031,RATLAM,727,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,24,7558.086,2835.768,SAGAR,705,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,38,12645.089,5490.242,UJJAIN,730,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,61,29737.108,8486.274,GWALIOR,740,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,NATIONALISED BANKS,Urban,83,36961.377,10670.261,JABALPUR,710,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Metropolitan,20,13339.472,9092.602,BHOPAL,764,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Metropolitan,31,20907.559,20709.469,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Rural,1,19.333,0,DHAR,724,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Rural,1,61.494,1.722,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,8.842,0.007,RAJGARH,734,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,12.01,0.552,RAISEN,702,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,12.57,0.564,NARSIMHAPUR,714,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,40.424,1.294,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,48.964,0.187,SEONI,713,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,119.78,17.437,MANDSAUR,728,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,130.481,32.707,RATLAM,727,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,216.603,40.86,NEEMUCH,729,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,265.052,39.58,UJJAIN,730,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,29.252,0.367,SHAJAPUR,732,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,60.444,43.533,HARDA,706,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,71.399,1.183,BETUL,717,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,76.017,0.638,SIDHI,748,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,93.732,22.34,SEHORE,700,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,3,77.926,56.675,BARWANI,723,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,3,180.016,16.557,DHAR,724,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Semi-urban,6,800.233,219.4,HOSHANGABAD,716,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,1,46.162,391.702,MORENA,738,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,1,60.023,31.133,BURHANPUR,725,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,1,71.725,1.365,SHIVPURI,737,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,1,116.328,4.839,CHHATARPUR,744,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,2,47.688,0.29,WEST NIMAR,722,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,54.023,8.425,DAMOH,708,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,90.15,103.562,EAST NIMAR,718,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,172.617,6.127,GUNA,736,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,242.14,158.338,VIDISHA,735,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,340.526,3.599,REWA,747,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,639.587,87.317,SAGAR,705,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,788.899,111.325,KATNI,709,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,3,959.83,625.115,SATNA,746,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,4,336.817,484.817,CHHINDWARA,715,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,4,532.926,28.96,DEWAS,719,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,4,552.282,72.01,MANDSAUR,728,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,4,686.383,149.325,NEEMUCH,729,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,4,818.699,328.821,RATLAM,727,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,4,962.32,172.483,UJJAIN,730,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,7,3440.095,5137.256,GWALIOR,740,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,PRIVATE SECTOR BANKS,Urban,7,4299.988,2206.976,JABALPUR,710,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Metropolitan,2,289.555,101.822,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Metropolitan,4,1027.464,221.24,BHOPAL,764,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,2,33.711,21.482,MORENA,738,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,2,92.029,54.202,BHOPAL,764,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,3,123.128,62.724,JABALPUR,710,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,3,178.506,50.247,SHEOPUR,701,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,5,194.929,69.596,BHIND,739,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,5,334.739,220.952,RATLAM,727,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,6,320.233,280.508,BURHANPUR,725,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,7,221.828,192.936,SEHORE,700,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,7,279.237,318.092,VIDISHA,735,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,7,329.056,258.114,NEEMUCH,729,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,8,238.006,48.408,KATNI,709,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,8,385.997,126.988,UMARIA,703,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,8,489.517,337.45,MANDSAUR,728,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,8,914.673,324.689,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,9,234.548,350.844,ASHOKNAGAR,731,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,9,301.544,191.878,DATIA,742,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,9,502.041,190.342,DINDORI,711,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,9,509.263,192.053,ANUPPUR,721,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,10,465.334,298.392,PANNA,745,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,10,486.882,92.983,ALIRAJPUR,296,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,11,561.921,137.139,JHABUA,726,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,11,643.732,677.809,HARDA,706,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,12,395.657,522.559,GUNA,736,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,12,569.972,260.394,BARWANI,723,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,12,691.317,345.809,SHAHDOL,749,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,12,889.603,334.152,GWALIOR,740,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,13,654.82,385.12,MANDLA,712,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,13,740.624,599.176,SHAJAPUR,732,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,14,423.178,194.1,NARSIMHAPUR,714,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,15,626.177,488.465,EAST NIMAR,718,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,15,925.018,244.254,SINGRAULI,295,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,18,611.358,772.515,DAMOH,708,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,18,976.588,527.079,SHIVPURI,737,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,18,1016.029,280.979,SIDHI,748,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,19,835.072,359.896,BALAGHAT,752,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,19,1022.653,769.022,WEST NIMAR,722,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,20,849.288,899.747,SAGAR,705,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,20,1183.883,998.479,UJJAIN,730,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,21,850.589,588.707,SEONI,713,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,22,983.199,1101.966,HOSHANGABAD,716,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,24,984.796,753.115,CHHINDWARA,715,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,25,1101.458,1356.68,RAISEN,702,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,26,1553.047,1107.04,DEWAS,719,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,28,1163.433,773.829,CHHATARPUR,744,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,28,1318.483,1431.238,RAJGARH,734,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,31,1519.617,648.531,TIKAMGARH,743,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,41,3018.246,757.25,REWA,747,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,44,2514.774,1495.971,DHAR,724,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Rural,54,3525.047,1171.544,SATNA,746,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,57.982,24.016,KATNI,709,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,173.502,102.136,BHOPAL,764,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,297.717,31.972,ALIRAJPUR,296,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,237.015,87.647,INDORE,720,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,243.402,91.383,DINDORI,711,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,43.694,37.108,BETUL,717,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,256.448,124.757,GWALIOR,740,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,281.427,232.673,DAMOH,708,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,370.647,137.805,EAST NIMAR,718,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,383.903,151.307,UMARIA,703,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,411.238,253.905,HARDA,706,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,413.744,126.403,SHEOPUR,701,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,430.032,82.356,REWA,747,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,451.841,68.124,SIDHI,748,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,273.848,127.218,DATIA,742,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,303.341,262.426,GUNA,736,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,386.879,239.184,UJJAIN,730,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,389.949,261.485,RATLAM,727,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,470.964,231.732,NEEMUCH,729,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,490.09,170.826,ANUPPUR,721,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,495.635,182.661,MANDLA,712,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,525.269,266.012,ASHOKNAGAR,731,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,747.593,188.852,SATNA,746,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,507.473,332.302,SEONI,713,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,563.223,152.539,SHAHDOL,749,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,604.886,524.229,VIDISHA,735,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,737.722,266.738,BARWANI,723,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,783.028,358.239,DEWAS,719,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,271.895,211.74,JABALPUR,710,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,447.794,109.317,NARSIMHAPUR,714,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,523.831,256.299,MANDSAUR,728,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,640.818,276.404,SHIVPURI,737,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,768.259,240.361,PANNA,745,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,782.156,509.346,SEHORE,700,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,806.792,229.237,MORENA,738,2001
2008-09:Q4,CENTRAL REGION,MADHYA PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,921.912,403.081,RAJGARH,734,2001
